id,naam,locatie,provincie,gemeente,deelgemeente,bewaringstoestand,structuren,gebeurtenistypes,brontypes,stijl,typologie,context,materiaal,plantensoort,datering,gebeurtenissen,themas,disciplines,zichtbaarheid,dataverantwoordelijke
989478,Asbornestraat I,Asbornestraat (Bilzen),Limburg,Bilzen,Beverst,niet bewaard,Greppels,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,perceelsgreppels,,,,"nieuwe tijd, nieuwste tijd",Archeologisch vooronderzoek Asbornestraat I,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983636,Bandstraat,Bandstraat (Bilzen),Limburg,Bilzen,Rosmeer,bewaard,Lithisch artefact,"niet-systematische veldkartering, toevalsvondsten",vondstmelding,,"losse vondsten, werktuigen",,vuursteen,,steentijd,Toevalsvondst Bandstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
222047,Sapstraat,"Blondeswinning, Sapstraat (Bilzen)",Limburg,Bilzen,Grote-Spouwen,bewaard,"Romeinse grondsporen, Middeleeuwse grondsporen",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"cultuurlagen, greppels, kringgreppels, kuilen, vaatwerk",,aardewerk,,"middeleeuwen, Romeinse tijd",Archeologisch vooronderzoek Sapstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988901,Buissen I,Buissen (Bilzen),Limburg,Bilzen,Munsterbilzen,niet bewaard,,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Buissen I,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983449,Calvarieberg,Calvarieberg (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,"Ondateerbare kuil, Liard","landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"kuilen, munten",,,,eerste helft 18de eeuw,Archeologisch vooronderzoek Calvarieberg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981006,Camille Huysmansplein II,Camille Huysmansplein 6 (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,"Muurresten, Cultuurlaag",archeologisch vooronderzoek met ingreep in de bodem,nota (archeologieportaal),,"cultuurlagen, muurresten",,"aardewerk, bot (dierlijk), glas",,"nieuwe tijd, nieuwste tijd",Proefputtenonderzoek Camille Huysmansplein II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983342,Chrysantenlaan,Chrysantenlaan (Bilzen),Limburg,Bilzen,Munsterbilzen,niet bewaard,Postmiddeleeuwse greppels,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,perceelsgreppels,,,,nieuwe tijd,Vooronderzoek Chrysantenlaan,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988152,Echellaan 14,Echellaan 14 (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Echellaan 14,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984545,Eikaart 7,Eikaart 7 (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,"Middenijzertijd sporen, Romeins aardewerk, Sporen volle middeleeuwen","archeologische opgravingen, metaaldetectie, radiokoolstofdatering",eindverslag (archeologieportaal),,"bijgebouwen, colluviale processen, extractiekuilen, gebouwplattegronden, haardkuilen, kuilen, losse vondsten, paalkuilen, vaatwerk",,"aardewerk, houtskool, lithisch materiaal, natuursteen, vuursteen, zandsteen",,"middenijzertijd, Romeinse tijd, volle middeleeuwen",Archeologisch onderzoek Eikaart,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984521,Genutstraat II,Genutstraat 23 (Bilzen),Limburg,Bilzen,Bilzen,bewaard,"Sporen Nieuwe Tijd, Sporen Nieuwste Tijd",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"cultuurlagen, greppels, kuilen, muurresten",,,,"nieuwe tijd, nieuwste tijd",Proefsleuvenonderzoek Genutstraat II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980709,Riemsterweg Herreweg,Herreweg (Bilzen),Limburg,Bilzen,Kleine-spouwen,bewaard,Steentijd artefacten,"archeologisch vooronderzoek met ingreep in de bodem, verkennend archeologisch booronderzoek",archeologienota (archeologieportaal),,losse vondsten,,lithisch materiaal,,steentijd,Verkennend archeologisch booronderzoek Riemsterweg Herreweg,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983675,Hoogstraat 13,Hoogstraat 13 (Bilzen),Limburg,Bilzen,Rosmeer,bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Hoogstraat 13,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983562,Jaak Vandersandenstraat 47A,Jaak Vandersandenstraat 47A (Bilzen),Limburg,Bilzen,Kleine-spouwen,niet bewaard,Menselijke botfragmenten,toevalsvondsten,toevalsvondst (archeologieportaal),,losse vondsten,kerkhoven,bot (menselijk),,,Toevalsvondst Jaak Vandersandenstraat 47A,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980033,Commanderij,Kasteelstraat (Bilzen),Limburg,Bilzen,Rijkhoven,bewaard,Nieuwe Tijd,"archeologische opgravingen, controle van werken",archeologienota (archeologieportaal),,"archeologische objecten, commanderijen, muurresten, nivelleringslagen, vaatwerk, waterputten",,aardewerk,,"16de eeuw, 17de eeuw",Werfbegeleiding Alden Biesen Commanderij,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979570,Bilzen Kieleberg Hombergstraat,Kieleberg (Bilzen),Limburg,Bilzen,Beverst,niet bewaard,"Greppels, Gracht","archeologisch vooronderzoek met ingreep in de bodem, sleuvenonderzoek",nota (archeologieportaal),,,rabatten,,,"20ste eeuw, nieuwste tijd",Proefsleuvenonderzoek Bilzen Kieleberg Hombergstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982782,Kleine Mereweg I,Kleine Mereweg (Bilzen),Limburg,Bilzen,Eigenbilzen,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Kleine Mereweg I,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984323,Kloosterstraat 46-50,Kloosterstraat 46-50 (Bilzen),Limburg,Bilzen,Bilzen,bewaard,,proefsleuven en proefputten i.f.v. sporensites,archeologienota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Kloosterstraat 46-50,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983519,Korenstraat III,Korenstraat (Bilzen),Limburg,Bilzen,Bilzen,bewaard,"Greppel Middeleeuwen, Waterput, Leemwinningskuil",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, leemwinning, waterputten",,,,middeleeuwen,Proefputtenonderzoek Korenstraat III,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983965,Korenstraat 27-29,Korenstraat (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,Sporen Late Middeleeuwen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, leemwinning, vaatwerk",,aardewerk,,late middeleeuwen,Proefsleuvenonderzoek Korenstraat 27-29,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989753,Korenstraat 10,"Korenstraat 10, Romboutstraat 19-21 (Bilzen)",Limburg,Bilzen,Bilzen,bewaard,"Aanlegvondsten Nieuwste Tijd, Grondsporen",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"cultuurlagen, kuilen, muurresten",,aardewerk,,"late middeleeuwen, nieuwe tijd, nieuwste tijd",Proefputtenonderzoek Korenstraat 10,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984039,Korenwal,Korenwal (Bilzen),Limburg,Bilzen,Bilzen,bewaard,Laatmiddeleeuwse tadswallen,"controle van werken, metaaldetectie",eindverslag (archeologieportaal),,"cultuurlagen, kuilen, nivelleringslagen, stadsomwallingen, walgrachten",,aardewerk,,"late middeleeuwen, nieuwe tijd",Werfbegeleiding Korenwal,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983615,Alden Biesensingel en Linnerbocht,Linnerbocht (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,"Gepolijste bijl, Paalkuilen en kuilen","proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",archeologienota (archeologieportaal),,"kuilen, paalkuilen",,vuursteen,,"neolithicum, nieuwe tijd, nieuwste tijd",Vooronderzoek Alden Biesensingel en Linnerbocht,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982571,Linnerveldstraat II,Linnerveldstraat (Bilzen),Limburg,Bilzen,Martenslinde,niet bewaard,Grondsporen,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"greppels, kuilen, muurresten, paalkuilen, puinlagen",,"aardewerk, mortel",,"nieuwe tijd, nieuwste tijd",Vooronderzoek Linnerveldstraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982382,Maastrichterstraat 249,Maastrichterstraat 249 (Bilzen),Limburg,Bilzen,Waltwilder,bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Maastrichterstraat 249,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984627,Markt 43,Markt 43 (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,"Kuilen Volle Middeleeuwen, Cultuurlaag Nieuwe en Nieuwste Tijd",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"cultuurlagen, kuilen",,,,"nieuwe tijd, nieuwste tijd, volle middeleeuwen",Proefputtenonderzoek Markt 43,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
50171,Vorstengraf Eigenbilzen,Molendriesstraat (Bilzen),Limburg,Bilzen,Eigenbilzen,bewaard,Sporen en vondsten ijzertijd,"archeologische opgravingen, erfgoedonderzoek, toevalsvondsten","archief, literatuur",La Tène,"prinsengraven, sieraden, vaatwerk, voertuigonderdelen",,"bladgoud, brons, ijzer, koperlegering",,"middenijzertijd, vroege ijzertijd","Archeologische opgravingen Bilzen, Erfgoedonderzoek Bilzen, Toevalsvondsten Bilzen",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981766,Natveld,Natveld (Bilzen),Limburg,Bilzen,Bilzen,bewaard,Greppel,"landschappelijk booronderzoek, proefsleuven en proefputten i.f.v. sporensites",archeologienota (archeologieportaal),,afwateringsgreppels,,,,nieuwste tijd,Vooronderzoek Natveld,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979992,Onze Lieve Vrouwstraat,Onze Lieve Vrouwstraat 9 (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,"Late middeleeuwen (off-site), Nieuwe tijd","archeologische opgravingen, proefsleuven en proefputten i.f.v. sporensites","archeologienota (archeologieportaal), nota (archeologieportaal)",,"extractiekuilen, greppels, leemwinning, muurresten, paalkuilen, puinlagen, woonhuizen",,,,"13de eeuw, 14de eeuw, 17de eeuw","Archeologisch vooronderzoek Onze Lieve Vrouwstraat 9 en 9a, Opgraving Onze Lieve Vrouwstraat",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981681,Molenstraat-Pruinveld fietspad,"Pruinveld (Bilzen), Molenstraat (Diepenbeek)",Limburg,"Bilzen, Diepenbeek","Bilzen, Diepenbeek",bewaard,Ijzertijd sporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, kuilen, losse vondsten, paalkuilen, vaatwerk, werktuigen",,"aardewerk, metaal, natuursteen",,"Romeinse tijd, vroege ijzertijd",Proefsleuvenonderzoek Molenstraat-Pruinveld fietspad,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989752,Rentfortmolen II,Rentfortstraat (Bilzen),Limburg,Bilzen,Bilzen,bewaard,Brandlaag Nieuwste Tijd,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"archeologische sporen en uitgravingen, brandlagen, kuilen, puinlagen",,,,nieuwste tijd,Proefsleuvenonderzoek Rentfortmolen II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989900,Rentfortmolen III,Rentfortstraat (Bilzen),Limburg,Bilzen,Bilzen,bewaard,Muurresten onbekende datering,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,muurresten,,,,,Proefsleuvenonderzoek Rentfortmolen II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983812,Riemsterweg V,Riemsterweg 7 (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Riemsterweg V,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988877,Roelants du Vivierlaan V,Roelants du Vivierlaan (Bilzen),Limburg,Bilzen,Rijkhoven,niet bewaard,Greppel,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,greppels,,,,,Proefsleuvenonderzoek Roelants du Vivierlaan V,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983821,Rooi II,Rooi (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,Ondateerbare kuil,"proefsleuven en proefputten i.f.v. sporensites, verkennend archeologisch booronderzoek",nota (archeologieportaal),,kuilen,,,,,Vooronderzoek Rooi II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
979840,Blondeswinning,Sapstraat (Bilzen),Limburg,Bilzen,Grote-Spouwen,niet bewaard,"Romeins erf, Metaaltijden langbed, Middeleeuwen grafkuil, Middeleeuwen leemwinning, Late ijzertijd grafheuvel",archeologische opgravingen,eindverslag (archeologieportaal),,"erven, extractiekuilen, gebouwplattegronden, grafheuvels, grafkuilen, greppels, kringgreppels, kuilen, langbedden, leemwinning, paalkuilen, spijkers, tumuli, vaatwerk, woonhuizen",,aardewerk,,"12de eeuw, 14de eeuw, late ijzertijd (oosten), metaaltijden, middeleeuwen, Romeinse tijd",Opgraving Blondeswinning,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
980347,Kleine-Spouwen Schildstraat,Schildstraat (Bilzen),Limburg,Bilzen,Kleine-spouwen,niet bewaard,"Lithisch artefact, Postmiddeleeuwse sporen",proefsleuven en proefputten i.f.v. sporensites,archeologienota (archeologieportaal),,"greppels, kuilen, vaatwerk, werktuigen",perceelsgreppels,"steengoed, vuursteen",,nieuwe tijd,Proefsleuvenonderzoek Schildstraat 2,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
989754,Spurkerweg I,Spurkerweg (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Spurkerweg I,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
981019,Bivelenhof,Sterappelstraat (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,"Middenbronstijd, Middenneolithicum, Vroege ijzertijd, Late middeleeuwen en nieuwe tijd, ijzertijd, Romeinse tijd","archeobotanisch onderzoek, archeologische opgravingen, dendrochronologisch onderzoek, houtonderzoek, palynologisch onderzoek, radiokoolstofdatering",nota (archeologieportaal),,"afwateringsgreppels, bijgebouwen, gebouwplattegronden, kuilen, losse vondsten, munten, onverharde wegen, perceelsgreppels, spijkers, vaatwerk, voorraadkuilen, waterkuilen, waterputten, woonstalhuizen (archeologisch erfgoed)","agrarische nederzettingen, akkerlanden, halfopen landschappen, indicaties voor grondstofbewerking, onverharde wegen","aardewerk, biologisch materiaal, bot (dierlijk), glas, hout, houtskool, lood, metaal, natuursteen, pijpaarde, vuursteen van Ryckholt",,"ijzertijd, late middeleeuwen, middenneolithicum, nieuwe tijd, Romeinse tijd, vroege ijzertijd",Opgraving Bivelenhof,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983397,Tongersestraat,Tongersestraat (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,,"landschappelijk bodemonderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,,,,,,Archeologisch vooronderzoek Tongersestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
987814,Tongersestraat,Tongersestraat (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,,,,,,Proefsleuvenonderzoek Tongersestraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983004,Twaalfbunderweg I,Twaalfbunderweg (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,Verdedigingstructuren WO II,"analyse digitaal hoogtemodel, bureauonderzoek, geofysisch onderzoek, inventarisatie, luchtfotografisch onderzoek, proefsleuven en proefputten i.f.v. sporensites, thematische inventarisatie","literatuur, nota (archeologieportaal)",,"grachten (verdedigingselementen), loopgraven, verdedigingswerken, wallen (verdedigingselementen)",,,,WO II,"Syntheseonderzoek Archeologie van de Tweede Wereldoorlog, Vooronderzoek Twaalfbunderweg I",Erfgoed Tweede Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983487,Twaalfbunderweg II,Twaalfbunderweg (Bilzen),Limburg,Bilzen,Bilzen,niet bewaard,Greppels Nieuwste Tijd,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,afwateringsgreppels,,,,nieuwste tijd,Proefsleuvenonderzoek Twaalfbunderweg II,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983832,Wedersoet,Wedersoet (Bilzen),Limburg,Bilzen,Bilzen,bewaard,Bewoningssporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, kuilen, paalkuilen",,,,metaaltijden,Proefsleuvenonderzoek Wedersoet ,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
988115,Pier,A. Ruzettelaan (Blankenberge),West-Vlaanderen,Blankenberge,Blankenberge,bewaard,WO II structuren,"analyse digitaal hoogtemodel, booronderzoek, bureauonderzoek, inventarisatie, luchtfotografisch onderzoek, thematische inventarisatie","archeologienota (archeologieportaal), literatuur",,"bunkers, kustversterkingen",,aardewerk,,WO II,"Syntheseonderzoek Archeologie van de Tweede Wereldoorlog, Vooronderzoek Pier",Erfgoed Tweede Wereldoorlog,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982708,Blankenbergse Dijk,Blankenbergse Dijk (Blankenberge),West-Vlaanderen,Blankenberge,Blankenberge,bewaard,Sporen,proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"greppels, kuilen",,,,,Nota Blankenbergse dijk,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
984438,Gruttostraat,"Gruttolaan, Talingpad (Blankenberge)",West-Vlaanderen,Blankenberge,Uitkerke,bewaard,"Perceelsgreppel (19de eeuw), Kuilen met aardewerk, Getijdengeul",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"afvalkuilen, bouwmaterialen, getijdenrivieren, greppels, kuilen, perceelsgreppels, vaatwerk, versieringsonderdelen van voorwerpen",,"aardewerk, bot (dierlijk), grijs aardewerk",,"10de eeuw, 11de eeuw, 19de eeuw, tweede kwart 19de eeuw",Proefsleuvenonderzoek Gruttostraat,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983480,Hooistraat,Hooistraat (Blankenberge),West-Vlaanderen,Blankenberge,Uitkerke,bewaard,Middeleeuwse sporen,"archeozoölogisch onderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"grachten (infrastructuur), greppels, kuilen, muurresten, vaatwerk",,"aardewerk, bot (dierlijk)",,"late middeleeuwen, volle middeleeuwen",Archeologisch vooronderzoek Uitkerkse Polders,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
990983,Fonteintjes,Koning Albert-I-laan (Blankenberge),West-Vlaanderen,Blankenberge,Blankenberge,niet bewaard,Bunker,"evaluerend terreinonderzoek, toevalsvondsten",toevalsvondst (archeologieportaal),,"bunkers, infrastructuur voor de productie en distributie van elektriciteit en gas",,"gewapend beton, metaal",,WO II,Toevalsvondst Fonteintjes,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
982828,"Lissewegestraat, Lange Thuyn",Lissewegestraat (Blankenberge),West-Vlaanderen,Blankenberge,Blankenberge,niet bewaard,"Middeleeuwse grachten, Recente greppels",proefsleuven en proefputten i.f.v. sporensites,nota (archeologieportaal),,"afwateringsgreppels, grachten (infrastructuur), perceelsgrenzen",,aardewerk,,"middeleeuwen, nieuwe tijd, nieuwste tijd","Proefsleuvenonderzoek Lissewegestraat, Lange Thuyn",,Archeologisch,publiek,Agentschap Onroerend Erfgoed
983473,Scharebrugstraat,Scharebrugstraat (Blankenberge),West-Vlaanderen,Blankenberge,Uitkerke,bewaard,"Romeinse scherven, Romeins loopvlak, Middeleeuwse sporen","archeozoölogisch onderzoek, proefsleuven en proefputten i.f.v. sporensites",nota (archeologieportaal),,"grachten (infrastructuur), losse vondsten, ophogingslagen, perceelsgreppels, spitsporen, vaatwerk",kreekruggen,"aardewerk, bot (dierlijk), metaal",,"Karolingische periode, Romeinse tijd, volle middeleeuwen",Archeologisch vooronderzoek Uitkerkse Polders,,Archeologisch,publiek,Agentschap Onroerend Erfgoed
